config_id,family,ell,alpha,eta_out,corr_out,E_roi,core_ratio,barrier_reduction_pct,pass_hard,J
lg_l1_w0.8_cos,lg,1,0.05,0.00588822113460816,0.9999658219214754,0.08547864045318596,0.7657069383986884,-0.38949182251653003,True,0.41091431739674866
lg_l1_w0.8_cos,lg,1,0.1,0.011776442269216317,0.9998634075828975,0.08547864045318596,0.7657069383986884,-0.7800411384569106,True,0.3520167438998804
lg_l1_w0.8_cos,lg,1,0.2,0.02355288453843263,0.9994551471139568,0.08547864045318596,0.7657069383986884,-1.5642463189885047,False,-1.0
lg_l1_w0.8_cos,lg,1,0.4,0.04710576907686528,0.9978381332388243,0.08547864045318596,0.7657069383986884,-3.1450828746547366,False,-1.0
lg_l1_w0.8_f1.5_cos,lg,1,0.05,0.005468204695922173,0.9999718456731046,0.18040005417291521,0.8153245370631466,-0.6262957958021786,True,0.5107968568615514
lg_l1_w0.8_f1.5_cos,lg,1,0.1,0.010936409391844346,0.9998874568333312,0.18040005417291521,0.8153245370631466,-1.2547145987240826,True,0.45610215157636363
lg_l1_w0.8_f1.5_cos,lg,1,0.2,0.021872818783688696,0.9995508392377189,0.18040005417291521,0.8153245370631466,-2.5178552943061927,False,-1.0
lg_l1_w0.8_f1.5_cos,lg,1,0.4,0.04374563756737739,0.9982144383071312,0.18040005417291521,0.8153245370631466,-5.069349044423643,False,-1.0
lg_l1_w0.8_f2.0_cos,lg,1,0.05,0.00543222997890606,0.9999716306663435,0.16299258910549494,0.7786555079288263,-0.6260556136287398,True,0.5058879797854854
lg_l1_w0.8_f2.0_cos,lg,1,0.1,0.01086445995781212,0.999886608168007,0.16299258910549494,0.7786555079288263,-1.2540509692249069,True,0.45155292662167423
lg_l1_w0.8_f2.0_cos,lg,1,0.2,0.02172891991562424,0.9995475103500457,0.16299258910549494,0.7786555079288263,-2.5157949746986707,False,-1.0
lg_l1_w0.8_f2.0_cos,lg,1,0.4,0.04345783983124848,0.9982019008814796,0.16299258910549494,0.7786555079288263,-5.062296162771851,False,-1.0
lg_l1_w0.8_f2.5_cos,lg,1,0.05,0.005448810763345813,0.9999712068573677,0.14944500967198654,0.7683430716430074,-0.606442642225935,True,0.5020774026042188
lg_l1_w0.8_f2.5_cos,lg,1,0.1,0.010897621526691628,0.9998849197613666,0.14944500967198654,0.7683430716430074,-1.2146852032872468,True,0.44757635190636047
lg_l1_w0.8_f2.5_cos,lg,1,0.2,0.021795243053383255,0.9995408071383497,0.14944500967198654,0.7683430716430074,-2.436504150295171,False,-1.0
lg_l1_w0.8_f2.5_cos,lg,1,0.4,0.04359048610676651,0.998175695792354,0.14944500967198654,0.7683430716430074,-4.901477343852512,False,-1.0
lg_l2_w0.4_cos,lg,2,0.05,0.010480934632826795,0.9999066415390055,0.14290874187255,0.9302580541529405,-0.26484498635230835,True,0.4541602867245439
lg_l2_w0.4_cos,lg,2,0.1,0.02096186926565359,0.9996255547963699,0.14290874187255,0.9302580541529405,-0.5322096199764648,False,-1.0
lg_l2_w0.4_cos,lg,2,0.2,0.041923738531307174,0.9984869569537191,0.14290874187255,0.9302580541529405,-1.1828760889980972,False,-1.0
lg_l2_w0.4_cos,lg,2,0.4,0.08384747706261435,0.9938856172347793,0.14290874187255,0.9302580541529405,-2.54401647139062,False,-1.0
lg_l2_w0.4_f1.5_cos,lg,2,0.05,0.011692887593603438,0.9998688411016653,0.1396064459056958,0.8755682743895159,-0.5700042938182381,True,0.4398422685653772
lg_l2_w0.4_f1.5_cos,lg,2,0.1,0.023385775187206873,0.9994734768088857,0.1396064459056958,0.8755682743895159,-1.1426152566917036,False,-1.0
lg_l2_w0.4_f1.5_cos,lg,2,0.2,0.04677155037441375,0.99788152820385,0.1396064459056958,0.8755682743895159,-2.2956571896044498,False,-1.0
lg_l2_w0.4_f1.5_cos,lg,2,0.4,0.0935431007488275,0.9914901651161571,0.1396064459056958,0.8755682743895159,-4.633021084093469,False,-1.0
lg_l2_w0.4_f2.0_cos,lg,2,0.05,0.011488203121582972,0.9998759137760479,0.14003221287260828,0.8981136989820483,-0.5252831889444032,True,0.4425602515432807
lg_l2_w0.4_f2.0_cos,lg,2,0.1,0.022976406243165944,0.9995019082170186,0.14003221287260828,0.8981136989820483,-1.0532168883558013,False,-1.0
lg_l2_w0.4_f2.0_cos,lg,2,0.2,0.04595281248633189,0.9979927611067783,0.14003221287260828,0.8981136989820483,-2.1170358185799376,False,-1.0
